name,id,class,bodyweight,weight_class,squat,bench,deadlift,total,place,wilks,comp,location,year,nameLower,date,compId,resultId
Anna Hourihane,52,F-JR,49.8,52,112.5,72.5,145,330,1,425.22,IPF-NIPF All Irelands 2016,Belfast,2015,anna hourihane,26/11/2016,8,505
Alexandra Kapka,28,F-SR,71.4,72,115,60,150,325,4,318.99,IPF-NIPF All Irelands 2016,Belfast,2015,alexandra kapka,26/11/2016,8,506
Lauren Elder,401,F-SR,61.8,63,107.5,50,160,317.5,3,346.01,IPF-NIPF All Irelands 2016,Belfast,2015,lauren elder,26/11/2016,8,507
Chloe-Jade McDonald,97,F-SR,56.4,57,110,55,145,310,1,362.72,IPF-NIPF All Irelands 2016,Belfast,2015,chloe-jade mcdonald,26/11/2016,8,508
Danielle Barr,171,F-SR,84,84,110,47.5,150,307.5,2,274.21,IPF-NIPF All Irelands 2016,Belfast,2015,danielle barr,26/11/2016,8,509
Noreen McDermott,499,F-SR,55.4,57,85,60,130,275,2,326.31,IPF-NIPF All Irelands 2016,Belfast,2015,noreen mcdermott,26/11/2016,8,510
Catherine Higgs,93,F-SR,102.8,84+,102.5,52.5,112.5,267.5,2,221.01,IPF-NIPF All Irelands 2016,Belfast,2015,catherine higgs,26/11/2016,8,511
Sarah Patterson,571,F-SR,44.2,47,65,40,112.5,217.5,1,305.33,IPF-NIPF All Irelands 2016,Belfast,2015,sarah patterson,26/11/2016,8,512
Aisling McManus,20,F-SR,46.4,47,82.5,45,90,217.5,2,295.22,IPF-NIPF All Irelands 2016,Belfast,2015,aisling mcmanus,26/11/2016,8,513
Colin Power,136,M-O,113,120,267.5,177.5,292.5,737.5,1,430.59,Leinster Open 2017,Dublin,2017,colin power,21/01/2017,9,514
James Hanley,317,M-O,99.4,105,240,160,270,670,1,408.74,Leinster Open 2017,Dublin,2017,james hanley,21/01/2017,9,515
Derrie Sutton,208,M-O,103.4,105,225,150,270,645,2,387.55,Leinster Open 2017,Dublin,2017,derrie sutton,21/01/2017,9,516
Seosamh O Griallais,590,M-O,108.2,120,220,142.5,260,622.5,2,368.24,Leinster Open 2017,Dublin,2017,seosamh o griallais,21/01/2017,9,517
Scott Dean,574,M-O,91.4,93,230,125,262.5,617.5,1,391.17,Leinster Open 2017,Dublin,2017,scott dean,21/01/2017,9,518
Graham Norton,282,M-O,89.2,93,215,145,255,615,2,394.42,Leinster Open 2017,Dublin,2017,graham norton,21/01/2017,9,519
Luke Curran,432,M-O,94.6,105,210,140,247.5,597.5,3,372.38,Leinster Open 2017,Dublin,2017,luke curran,21/01/2017,9,520
Cameron Higgs,84,M-O,102.4,105,240,142.5,215,597.5,4,360.3,Leinster Open 2017,Dublin,2017,cameron higgs,21/01/2017,9,521
Jack Browne,302,M-O,91.2,93,192.5,130,262.5,585,3,370.99,Leinster Open 2017,Dublin,2017,jack browne,21/01/2017,9,522
John Maguire,353,M-O,123.8,120+,190,160,232.5,582.5,1,332.6,Leinster Open 2017,Dublin,2017,john maguire,21/01/2017,9,523
Nigel Pearson,497,M-O,95.6,105,207.5,115,242.5,565,5,350.45,Leinster Open 2017,Dublin,2017,nigel pearson,21/01/2017,9,524
Jonathan Clarke,358,M-O,73,74,205,130,225,560,1,406.76,Leinster Open 2017,Dublin,2017,jonathan clarke,21/01/2017,9,525
Fabrizio Marini,252,M-O,90.8,93,200,120,240,560,4,355.91,Leinster Open 2017,Dublin,2017,fabrizio marini,21/01/2017,9,526
Sam Fischer,558,M-O,91.6,93,210,140,210,560,6,354.37,Leinster Open 2017,Dublin,2017,sam fischer,21/01/2017,9,528
Steve Roche,626,M-O,91.6,93,220,100,240,560,5,354.37,Leinster Open 2017,Dublin,2017,steve roche,21/01/2017,9,527
Daniel Mcalpaca,167,M-O,97.8,105,180,112.5,247.5,540,6,331.66,Leinster Open 2017,Dublin,2017,daniel mcalpaca,21/01/2017,9,529
Paul Taaffe,518,M-O,101.8,105,180,140,200,520,7,314.27,Leinster Open 2017,Dublin,2017,paul taaffe,21/01/2017,9,530
John Donovan,351,M-O,72.8,74,180,112.5,222.5,515,2,374.82,Leinster Open 2017,Dublin,2017,john donovan,21/01/2017,9,531
Ben Doyle,67,M-O,91,93,175,125,210,510,7,323.78,Leinster Open 2017,Dublin,2017,ben doyle,21/01/2017,9,532
Alexandru Plamadeala,29,M-O,83,83,190,112.5,205,507.5,1,338.76,Leinster Open 2017,Dublin,2017,alexandru plamadeala,21/01/2017,9,533
Conor Devilly,145,M-O,72.4,74,175,125,205,505,3,369.02,Leinster Open 2017,Dublin,2017,conor devilly,21/01/2017,9,534
Dan Rees,166,M-O,88.6,93,182.5,95,222.5,500,8,321.79,Leinster Open 2017,Dublin,2017,dan rees,21/01/2017,9,535
Gary Bourke,264,M-O,90.6,93,175,115,210,500,9,318.13,Leinster Open 2017,Dublin,2017,gary bourke,21/01/2017,9,536
Marcel Vandeweert,439,M-O,72.4,74,185,112.5,200,497.5,4,363.54,Leinster Open 2017,Dublin,2017,marcel vandeweert,21/01/2017,9,537
Ian Wafer,295,M-O,82,83,180,105,210,495,2,332.82,Leinster Open 2017,Dublin,2017,ian wafer,21/01/2017,9,538
Damian Christie,162,M-O,91.8,93,170,112.5,212.5,495,10,312.9,Leinster Open 2017,Dublin,2017,damian christie,21/01/2017,9,539
Eoin Small,242,M-O,90.2,93,180,105,205,490,11,312.46,Leinster Open 2017,Dublin,2017,eoin small,21/01/2017,9,540
Andrew Gallagher,43,M-O,82.8,83,170,137.5,180,487.5,3,325.87,Leinster Open 2017,Dublin,2017,andrew gallagher,21/01/2017,9,541
Silvano Senn,605,M-O,92.2,93,160,110,215,485,12,305.94,Leinster Open 2017,Dublin,2017,silvano senn,21/01/2017,9,542
Wesley Smyth,665,M-O,88.4,93,185,112.5,185,482.5,13,310.9,Leinster Open 2017,Dublin,2017,wesley smyth,21/01/2017,9,543
Brian McIntyre,78,M-O,81.2,83,160,97.5,220,477.5,4,322.98,Leinster Open 2017,Dublin,2017,brian mcintyre,21/01/2017,9,544
Conor Campbell,144,M-O,81.8,83,165,112.5,192.5,470,5,316.48,Leinster Open 2017,Dublin,2017,conor campbell,21/01/2017,9,545
Mark Ennis,445,M-O,85,93,157.5,105,200,462.5,14,304.48,Leinster Open 2017,Dublin,2017,mark ennis,21/01/2017,9,546
Ciaran Lowe,116,M-O,91.6,93,165,105,190,460,15,291.09,Leinster Open 2017,Dublin,2017,ciaran lowe,21/01/2017,9,547
Barry O'Mahony,65,M-O,79.4,83,155,107.5,190,452.5,6,310.4,Leinster Open 2017,Dublin,2017,barry o'mahony,21/01/2017,9,548
Adam Bennett,4,M-O,101.2,105,150,102.5,200,452.5,8,274.1,Leinster Open 2017,Dublin,2017,adam bennett,21/01/2017,9,549
Gareth Bowden,263,M-O,82.4,83,157.5,105,185,447.5,7,300,Leinster Open 2017,Dublin,2017,gareth bowden,21/01/2017,9,550
Cian Cusack,105,M-O,83,83,150,90,200,440,8,293.7,Leinster Open 2017,Dublin,2017,cian cusack,21/01/2017,9,551
Karl Howard,371,M-O,103.4,105,140,100,200,440,9,264.37,Leinster Open 2017,Dublin,2017,karl howard,21/01/2017,9,552
Cian Slevin,111,M-O,81.4,83,170,100,167.5,437.5,9,295.48,Leinster Open 2017,Dublin,2017,cian slevin,21/01/2017,9,553
Jack Spencer,309,M-O,73.2,74,160,100,175,435,5,315.34,Leinster Open 2017,Dublin,2017,jack spencer,21/01/2017,9,554
Rourke Byrne,551,M-O,89.2,93,155,95,185,435,16,278.98,Leinster Open 2017,Dublin,2017,rourke byrne,21/01/2017,9,555
Conor O'Shea,155,M-O,119.6,120,160,87.5,182.5,430,3,247.41,Leinster Open 2017,Dublin,2017,conor o'shea,21/01/2017,9,556
JP McGowan,364,M-O,72.6,74,150,87.5,190,427.5,6,311.76,Leinster Open 2017,Dublin,2017,jp mcgowan,21/01/2017,9,557
Mark Daly,443,M-O,73.8,74,145,97.5,185,427.5,7,308.1,Leinster Open 2017,Dublin,2017,mark daly,21/01/2017,9,558
Daryll Bailey,187,M-O,90.6,93,140,107.5,180,427.5,17,272,Leinster Open 2017,Dublin,2017,daryll bailey,21/01/2017,9,559
Dylan Bryans,217,M-O,70.6,74,155,85,185,425,8,316.43,Leinster Open 2017,Dublin,2017,dylan bryans,21/01/2017,9,560
Conor Markey,151,M-O,109,120,160,80,185,425,4,250.82,Leinster Open 2017,Dublin,2017,conor markey,21/01/2017,9,561
Conor McEneaney,152,M-O,80.6,83,127.5,95,190,412.5,10,280.3,Leinster Open 2017,Dublin,2017,conor mceneaney,21/01/2017,9,562
Stephen McCollum,623,M-O,81.6,83,130,87.5,195,412.5,11,278.17,Leinster Open 2017,Dublin,2017,stephen mccollum,21/01/2017,9,563
Leslie Hoare,408,F-O,82,84,150,85,175,410,1,370.16,Leinster Open 2017,Dublin,2017,leslie hoare,21/01/2017,9,564
Kevin Croughan,384,M-O,74,74,160,95,155,410,9,294.92,Leinster Open 2017,Dublin,2017,kevin croughan,21/01/2017,9,565
Rob Parnell,544,M-O,91.8,93,150,90,170,410,18,259.17,Leinster Open 2017,Dublin,2017,rob parnell,21/01/2017,9,566
Mark Nixon,450,M-O,92.6,93,140,80,190,410,19,258.09,Leinster Open 2017,Dublin,2017,mark nixon,21/01/2017,9,567
Teanna Watts,640,F-O,80,84,147.5,77.5,160,385,2,352.28,Leinster Open 2017,Dublin,2017,teanna watts,21/01/2017,9,568
John Abbey,350,M-O,80.6,83,130,85,165,380,12,258.21,Leinster Open 2017,Dublin,2017,john abbey,21/01/2017,9,569
Sean Dowling,582,M-O,73.6,74,140,77.5,160,377.5,10,272.59,Leinster Open 2017,Dublin,2017,sean dowling,21/01/2017,9,570
Gabrielle Ervine,261,F-O,62.6,63,132.5,77.5,160,370,1,399.29,Leinster Open 2017,Dublin,2017,gabrielle ervine,21/01/2017,9,571
Sharon Lynch,600,F-O,71.8,72,125,72.5,170,367.5,1,359.36,Leinster Open 2017,Dublin,2017,sharon lynch,21/01/2017,9,572
Emma Kiely,235,F-O,79.6,84,125,62.5,157.5,345,3,316.56,Leinster Open 2017,Dublin,2017,emma kiely,21/01/2017,9,573
Paul Lowry,513,M-O,81.2,83,130,75,140,345,13,233.36,Leinster Open 2017,Dublin,2017,paul lowry,21/01/2017,9,574
Sara Bauer,564,F-O,69,72,140,45,142.5,327.5,2,329.09,Leinster Open 2017,Dublin,2017,sara bauer,21/01/2017,9,575
Graeme Butler,281,M-O,73.2,74,110,70,145,325,11,235.6,Leinster Open 2017,Dublin,2017,graeme butler,21/01/2017,9,576
Ciaran Brennan,115,M-O,79.4,83,110,80,135,325,14,222.94,Leinster Open 2017,Dublin,2017,ciaran brennan,21/01/2017,9,577
Susan McDonald,630,F-O,97.8,84+,107.5,80,135,322.5,1,270.33,Leinster Open 2017,Dublin,2017,susan mcdonald,21/01/2017,9,578
Aoife O'Sullivan,57,F-O,62,63,115,55,150,320,2,347.87,Leinster Open 2017,Dublin,2017,aoife o'sullivan,21/01/2017,9,579
Lorna O'Brien,421,F-G,74,84,117.5,62.5,140,320,G,306.8,Leinster Open 2017,Dublin,2017,lorna o'brien,21/01/2017,9,580
Fiona Walshe,258,F-O,69.8,72,112.5,57.5,145,315,3,314,Leinster Open 2017,Dublin,2017,fiona walshe,21/01/2017,9,581
Eloise Sheerin,228,F-O,78.2,84,110,65,137.5,312.5,4,289.67,Leinster Open 2017,Dublin,2017,eloise sheerin,21/01/2017,9,582
Emily Brennan,231,F-O,71.6,72,115,55,140,310,4,303.7,Leinster Open 2017,Dublin,2017,emily brennan,21/01/2017,9,583
Eleanor McShortall,227,F-O,68.4,72,105,67.5,127.5,300,5,303.31,Leinster Open 2017,Dublin,2017,eleanor mcshortall,21/01/2017,9,584
Nicola Corcoran,491,F-O,63,63,102.5,57.5,135,295,3,316.82,Leinster Open 2017,Dublin,2017,nicola corcoran,21/01/2017,9,585
Roisin Dowling,549,F-O,62.4,63,102.5,52.5,130,285,4,308.31,Leinster Open 2017,Dublin,2017,roisin dowling,21/01/2017,9,586
Laura Earley,396,F-O,69,72,107.5,52.5,125,285,6,286.38,Leinster Open 2017,Dublin,2017,laura earley,21/01/2017,9,587
Emily Mazilu,232,F-O,55.2,57,112.5,47.5,122.5,282.5,1,336.16,Leinster Open 2017,Dublin,2017,emily mazilu,21/01/2017,9,588
Joanne Greene,346,F-O,71.6,72,110,57.5,115,282.5,7,276.76,Leinster Open 2017,Dublin,2017,joanne greene,21/01/2017,9,589
Jacinta Scully,300,F-O,84.8,84+,112.5,52.5,115,280,2,248.52,Leinster Open 2017,Dublin,2017,jacinta scully,21/01/2017,9,590
Claire Caulfield,122,F-O,62.4,63,95,47.5,132.5,275,5,297.49,Leinster Open 2017,Dublin,2017,claire caulfield,21/01/2017,9,591
Laura Bray,394,F-G,85,84+,90,50,120,260,G,230.51,Leinster Open 2017,Dublin,2017,laura bray,21/01/2017,9,592
Jen Dela Cruz,333,F-O,51.4,52,90,50,115,255,1,320.75,Leinster Open 2017,Dublin,2017,jen dela cruz,21/01/2017,9,593
Amy O'Gara,38,F-O,67,72,80,45,125,250,8,256.52,Leinster Open 2017,Dublin,2017,amy o'gara,21/01/2017,9,594
Clare Duffy,127,F-O,68.6,72,75,55,120,250,9,252.24,Leinster Open 2017,Dublin,2017,clare duffy,21/01/2017,9,595
Leanne Patten,405,F-O,61.2,63,80,47.5,110,237.5,6,260.77,Leinster Open 2017,Dublin,2017,leanne patten,21/01/2017,9,596
Gemma Davey,274,F-O,53.2,57,82.5,42.5,110,235,2,287.82,Leinster Open 2017,Dublin,2017,gemma davey,21/01/2017,9,597
Karen Keatinge,366,F-O,56,57,77.5,45,110,232.5,3,273.56,Leinster Open 2017,Dublin,2017,karen keatinge,21/01/2017,9,598
Ciara Murray,112,F-O,51.4,52,80,45,105,230,2,289.3,Leinster Open 2017,Dublin,2017,ciara murray,21/01/2017,9,599
Pearl Mackey,523,F-O,61.4,63,85,40,105,230,7,251.9,Leinster Open 2017,Dublin,2017,pearl mackey,21/01/2017,9,600
Ciara Reynolds,113,F-O,76.6,84,80,45,100,225,5,211.13,Leinster Open 2017,Dublin,2017,ciara reynolds,21/01/2017,9,601
Fiona Glynn,257,F-O,63,63,80,45,97.5,222.5,8,238.96,Leinster Open 2017,Dublin,2017,fiona glynn,21/01/2017,9,602
Caroline Cunniffe,89,F-O,56,57,75,40,105,220,4,258.85,Leinster Open 2017,Dublin,2017,caroline cunniffe,21/01/2017,9,603
Gillian Lynch,277,F-O,61,63,72.5,47.5,100,220,9,242.16,Leinster Open 2017,Dublin,2017,gillian lynch,21/01/2017,9,604
Shauna Maxwell,601,F-O,59.8,63,75,40,100,215,10,240.32,Leinster Open 2017,Dublin,2017,shauna maxwell,21/01/2017,9,605
Tara Conlon,637,F-O,62,63,60,42.5,100,202.5,11,220.14,Leinster Open 2017,Dublin,2017,tara conlon,21/01/2017,9,606
Kiara Privett,387,F-O,65.2,72,65,35,85,185,10,193.64,Leinster Open 2017,Dublin,2017,kiara privett,21/01/2017,9,607
Rachel Knight,532,F-O,62.6,63,60,30,85,175,12,188.85,Leinster Open 2017,Dublin,2017,rachel knight,21/01/2017,9,608
Ben Harrison,68,M-O,104.8,105,195,0,217.5,0,DQ,0,Leinster Open 2017,Dublin,2017,ben harrison,21/01/2017,9,609
Simon Kealy,606,M-O,96,105,165,0,227.5,0,DQ,0,Leinster Open 2017,Dublin,2017,simon kealy,21/01/2017,9,610
Fionn Hanratty,259,M-O,92.8,93,250,165,270,685,1,430.75,Munster Open 2017,Limerick,2017,fionn hanratty,04/02/2017,11,611
Cillian Hurley,121,M-O,91.2,93,250,150,280,680,2,431.23,Munster Open 2017,Limerick,2017,cillian hurley,04/02/2017,11,612
Jonathan Akagha,356,M-O,82,83,230,132.5,285,647.5,1,435.35,Munster Open 2017,Limerick,2017,jonathan akagha,04/02/2017,11,613
Eoin O'Leary,241,M-O,126,120+,240,155,245,640,1,364.12,Munster Open 2017,Limerick,2017,eoin o'leary,04/02/2017,11,614
William Clarke,667,M-O,80.2,83,245,150,242.5,637.5,2,434.54,Munster Open 2017,Limerick,2017,william clarke,04/02/2017,11,615
Kieran Larkin,389,M-O,117,120,210,120,300,630,1,364.43,Munster Open 2017,Limerick,2017,kieran larkin,04/02/2017,11,616
Gavin Denihan,270,M-O,91.8,93,227.5,142.5,255,625,3,395.08,Munster Open 2017,Limerick,2017,gavin denihan,04/02/2017,11,617
David O'Connor,200,M-O,104,105,240,137.5,245,622.5,1,373.24,Munster Open 2017,Limerick,2017,david o'connor,04/02/2017,11,618
Colin Eustace,135,M-O,84,93,225,125,270,620,4,410.95,Munster Open 2017,Limerick,2017,colin eustace,04/02/2017,11,619
David Duncan,191,M-O,93,93,210,145,255,610,5,383.2,Munster Open 2017,Limerick,2017,david duncan,04/02/2017,11,620
Dave Worrall,190,M-O,117,120,225,142.5,240,607.5,2,351.41,Munster Open 2017,Limerick,2017,dave worrall,04/02/2017,11,621
Adam Santorelli,8,M-O,86.2,93,200,162.5,237.5,600,6,391.91,Munster Open 2017,Limerick,2017,adam santorelli,04/02/2017,11,622
Shane Corbett,592,M-O,88.2,93,220,135,245,600,7,387.07,Munster Open 2017,Limerick,2017,shane corbett,04/02/2017,11,623
Jason Fehily,329,M-O,118.2,120,225,120,245,590,3,340.43,Munster Open 2017,Limerick,2017,jason fehily,04/02/2017,11,624
Darragh Hayes,178,M-O,100.8,105,200,137.5,245,582.5,2,353.39,Munster Open 2017,Limerick,2017,darragh hayes,04/02/2017,11,625
Gavin Dillon,271,M-O,79.8,83,205,137.5,237.5,580,3,396.59,Munster Open 2017,Limerick,2017,gavin dillon,04/02/2017,11,626
Simon Standbridge,608,M-O,90.6,93,220,120,230,570,8,362.67,Munster Open 2017,Limerick,2017,simon standbridge,04/02/2017,11,627
Paul Keely,511,M-O,92,93,212.5,127.5,225,565,9,356.77,Munster Open 2017,Limerick,2017,paul keely,04/02/2017,11,628
Jack Brady,301,M-O,73,74,202.5,127.5,230,560,1,406.76,Munster Open 2017,Limerick,2017,jack brady,04/02/2017,11,629
Dan Hurley,165,M-O,83,83,200,112.5,247.5,560,4,373.8,Munster Open 2017,Limerick,2017,dan hurley,04/02/2017,11,630
Darragh Mulcahy,180,M-O,82.4,83,190,135,232.5,557.5,5,373.74,Munster Open 2017,Limerick,2017,darragh mulcahy,04/02/2017,11,631
Sean Hehir,585,M-O,82.4,83,182.5,140,232.5,555,6,372.07,Munster Open 2017,Limerick,2017,sean hehir,04/02/2017,11,632
Muhammad Danyal,483,M-O,79.2,83,197.5,145,207.5,550,7,377.89,Munster Open 2017,Limerick,2017,muhammad danyal,04/02/2017,11,633
Jack Thornton,310,M-O,89.2,93,190,120,240,550,10,352.73,Munster Open 2017,Limerick,2017,jack thornton,04/02/2017,11,634
Philip Bridgeman,528,M-O,102.8,105,192.5,125,222.5,540,3,325.16,Munster Open 2017,Limerick,2017,philip bridgeman,04/02/2017,11,635
Sean Hogan,587,M-O,103,105,195,125,212.5,532.5,4,320.41,Munster Open 2017,Limerick,2017,sean hogan,04/02/2017,11,636
Danny Lennon,174,M-O,73.2,74,187.5,117.5,220,525,2,380.59,Munster Open 2017,Limerick,2017,danny lennon,04/02/2017,11,637
Donnacha Cregan-Nolan,215,M-O,81,83,175,112.5,230,517.5,8,350.57,Munster Open 2017,Limerick,2017,donnacha cregan-nolan,04/02/2017,11,638
Jack Cashman,305,M-O,82.6,83,165,122.5,225,512.5,9,343.08,Munster Open 2017,Limerick,2017,jack cashman,04/02/2017,11,639
Luca Bartoloni,427,M-O,93,93,190,110,210,510,11,320.38,Munster Open 2017,Limerick,2017,luca bartoloni,04/02/2017,11,640
James Lynch,320,M-O,82.4,83,177.5,112.5,217.5,507.5,10,340.22,Munster Open 2017,Limerick,2017,james lynch,04/02/2017,11,641
Gar Benn,262,M-O,86,93,180,115,212.5,507.5,12,331.92,Munster Open 2017,Limerick,2017,gar benn,04/02/2017,11,642
Elan Darcy,225,M-O,91.6,93,175,105,227.5,507.5,13,321.15,Munster Open 2017,Limerick,2017,elan darcy,04/02/2017,11,643
Darren Bennett,181,M-O,89.6,93,180,95,230,505,14,323.12,Munster Open 2017,Limerick,2017,darren bennett,04/02/2017,11,644
Tony Campion,650,M-O,82,83,175,102.5,215,492.5,11,331.14,Munster Open 2017,Limerick,2017,tony campion,04/02/2017,11,645
Michael Kiely,468,M-O,82.4,83,162.5,115,215,492.5,12,330.17,Munster Open 2017,Limerick,2017,michael kiely,04/02/2017,11,646
Eoin Jefferies,238,M-O,76.2,83,167.5,115,207.5,490,13,345.36,Munster Open 2017,Limerick,2017,eoin jefferies,04/02/2017,11,647
Anatol Skiba,39,M-O,90.8,93,170,125,190,485,15,308.24,Munster Open 2017,Limerick,2017,anatol skiba,04/02/2017,11,648
Calum MacLaren,83,M-G,79.8,83,160,92.5,222.5,475,G,324.8,Munster Open 2017,Limerick,2017,calum maclaren,04/02/2017,11,649
Colin Reay,137,M-O,102,105,160,115,200,475,5,286.86,Munster Open 2017,Limerick,2017,colin reay,04/02/2017,11,650
Ivan Ray Casinillo,298,M-O,71,74,160,97.5,207.5,465,3,344.74,Munster Open 2017,Limerick,2017,ivan ray casinillo,04/02/2017,11,651
Gary O'Connor,267,M-O,90,93,165,105,185,455,16,290.47,Munster Open 2017,Limerick,2017,gary o'connor,04/02/2017,11,652
Austin Keogh,62,M-O,89,93,160,92.5,195,447.5,17,287.33,Munster Open 2017,Limerick,2017,austin keogh,04/02/2017,11,653
Eric Yeung,244,M-O,72.4,74,140,105,195,440,4,321.52,Munster Open 2017,Limerick,2017,eric yeung,04/02/2017,11,654
Alexander Wilson-Flynn,27,M-O,91,93,170,100,170,440,18,279.34,Munster Open 2017,Limerick,2017,alexander wilson-flynn,04/02/2017,11,655
Cian Linehan,107,M-O,82,83,135,92.5,192.5,420,14,282.39,Munster Open 2017,Limerick,2017,cian linehan,04/02/2017,11,656
James Lynch,313,M-O,87.6,93,140,90,175,405,19,262.23,Munster Open 2017,Limerick,2017,james lynch,04/02/2017,11,657
Stephanie Gleeson,615,F-O,71.4,72,140,95,165,400,1,392.61,Munster Open 2017,Limerick,2017,stephanie gleeson,04/02/2017,11,658
Kevin McGrath,385,M-O,82.2,83,130,90,165,385,15,258.48,Munster Open 2017,Limerick,2017,kevin mcgrath,04/02/2017,11,659
Helen Twomey,290,F-O,73.6,84,125,72.5,175,372.5,1,358.38,Munster Open 2017,Limerick,2017,helen twomey,04/02/2017,11,660
Nicole Craig,494,F-O,81.8,84,110,60,170,340,2,307.36,Munster Open 2017,Limerick,2017,nicole craig,04/02/2017,11,661
Aoife O'Leary,56,F-O,83.2,84,130,45,160,335,3,300.18,Munster Open 2017,Limerick,2017,aoife o'leary,04/02/2017,11,662
Joe Scholefield,348,M-O,58.8,59,125,70,140,335,1,291.09,Munster Open 2017,Limerick,2017,joe scholefield,04/02/2017,11,663
Abigail Cronin,3,F-O,62.2,63,110,70,150,330,1,357.86,Munster Open 2017,Limerick,2017,abigail cronin,04/02/2017,11,664
Ava Horrigan,63,F-O,62.8,63,105,57.5,162.5,325,2,349.88,Munster Open 2017,Limerick,2017,ava horrigan,04/02/2017,11,665
Shelly Boyle,603,F-O,79.6,84,120,57.5,142.5,320,4,293.62,Munster Open 2017,Limerick,2017,shelly boyle,04/02/2017,11,666
Sarah Daly,565,F-O,82.4,84,110,55,140,305,5,274.66,Munster Open 2017,Limerick,2017,sarah daly,04/02/2017,11,667
Amy Nolan,37,F-O,61.8,63,100,62.5,140,302.5,3,329.66,Munster Open 2017,Limerick,2017,amy nolan,04/02/2017,11,668
Clodagh Hunt Cecil,134,F-O,98,84+,105,60,135,300,1,251.31,Munster Open 2017,Limerick,2017,clodagh hunt cecil,04/02/2017,11,669
Sarah Flynn,567,F-O,55.2,57,112.5,50,135,297.5,1,354.01,Munster Open 2017,Limerick,2017,sarah flynn,04/02/2017,11,670
Sarah Gardiner,568,F-G,101.2,84+,110,55,132.5,297.5,G,246.85,Munster Open 2017,Limerick,2017,sarah gardiner,04/02/2017,11,671
Sarah Scallan,572,F-O,60.4,63,102.5,62.5,127.5,292.5,4,324.43,Munster Open 2017,Limerick,2017,sarah scallan,04/02/2017,11,672
Laura Hanley,397,F-O,63,63,102.5,55,135,292.5,5,314.13,Munster Open 2017,Limerick,2017,laura hanley,04/02/2017,11,673
Amy Hanley,35,F-O,57,57,100,52.5,125,277.5,2,322.01,Munster Open 2017,Limerick,2017,amy hanley,04/02/2017,11,674
Sinead Heffernan,609,F-O,61.6,63,95,62.5,120,277.5,6,303.17,Munster Open 2017,Limerick,2017,sinead heffernan,04/02/2017,11,675
Amaal Zaki,32,F-O,63,63,100,50,127.5,277.5,7,298.02,Munster Open 2017,Limerick,2017,amaal zaki,04/02/2017,11,676
Dawn Murphy,203,F-O,62,63,95,42.5,137.5,275,8,298.95,Munster Open 2017,Limerick,2017,dawn murphy,04/02/2017,11,677
Mairead O'Sullivan,436,F-O,80.8,84,102.5,40,132.5,275,6,250.25,Munster Open 2017,Limerick,2017,mairead o'sullivan,04/02/2017,11,678
Eibhlin O'Regan,221,F-O,112,84+,100,47.5,112.5,260,2,210.61,Munster Open 2017,Limerick,2017,eibhlin o'regan,04/02/2017,11,679
Mel Barry,463,F-G,67,72,90,37.5,125,252.5,G,259.09,Munster Open 2017,Limerick,2017,mel barry,04/02/2017,11,680
Sinead Vallely,612,F-O,68.4,72,65,55,120,240,2,242.65,Munster Open 2017,Limerick,2017,sinead vallely,04/02/2017,11,681
Kerrie Beckett,382,F-O,71.4,72,75,42.5,120,237.5,3,233.11,Munster Open 2017,Limerick,2017,kerrie beckett,04/02/2017,11,682
Klara Moylan,392,F-O,52,52,75,45,115,235,1,292.96,Munster Open 2017,Limerick,2017,klara moylan,04/02/2017,11,683
Lisa Carroll,417,F-O,55.8,57,82.5,45,107.5,235,3,277.28,Munster Open 2017,Limerick,2017,lisa carroll,04/02/2017,11,684
Ruth Allen,552,F-O,62.8,63,80,40,115,235,9,252.99,Munster Open 2017,Limerick,2017,ruth allen,04/02/2017,11,685
Kate Sheehy,374,F-O,56,57,100,37.5,95,232.5,4,273.56,Munster Open 2017,Limerick,2017,kate sheehy,04/02/2017,11,686
Brid O'Sullivan,79,F-G,72.6,84,60,37.5,125,222.5,G,215.98,Munster Open 2017,Limerick,2017,brid o'sullivan,04/02/2017,11,687
Greta Cronin,285,F-G,63.6,72,80,35,105,220,G,234.59,Munster Open 2017,Limerick,2017,greta cronin,04/02/2017,11,688
Clare O'Donoghue,128,F-O,59.8,63,70,42.5,105,217.5,10,243.12,Munster Open 2017,Limerick,2017,clare o'donoghue,04/02/2017,11,689
David Keane,195,M-O,49.2,53,80,37.5,95,212.5,1,221.29,Munster Open 2017,Limerick,2017,david keane,04/02/2017,11,690
Patricia Leane,506,F-O,56.4,57,47.5,35,107.5,190,5,222.31,Munster Open 2017,Limerick,2017,patricia leane,04/02/2017,11,691
Nicola Phelan,493,F-O,55.8,57,52.5,40,85,177.5,6,209.43,Munster Open 2017,Limerick,2017,nicola phelan,04/02/2017,11,692
Steven Keane,627,M-O,43.6,53,62.5,32.5,80,175,2,209.61,Munster Open 2017,Limerick,2017,steven keane,04/02/2017,11,693
Trisha O'Dowd,657,F-O,51.6,52,55,35,82.5,172.5,2,216.33,Munster Open 2017,Limerick,2017,trisha o'dowd,04/02/2017,11,694
Aisling Fahy,17,F-O,100.4,84+,0,55,130,0,DQ,0,Munster Open 2017,Limerick,2017,aisling fahy,04/02/2017,11,696
